id_pedido,data_pedido,cliente,segmento_cliente,pais_destino,cidade_destino,regiao_destino,armazem_origem,fornecedor,transportadora,modo_transporte,codigo_produto,produto,categoria_produto,unidades_pedidas,stock_disponivel,valor_pedido_eur,custo_transporte_eur,margem_prevista_pct,distancia_km,prioridade,lead_time_prometido_dias,lead_time_previsto_ia_dias,taxa_atraso_fornecedor,taxa_atraso_transportadora,score_risco_ia,atraso_previsto_ia,atraso_real,dias_atraso_real,data_prometida_entrega,data_real_entrega,stock_insuficiente,dados_incompletos,problema_principal,acao_recomendada
SCM20260124,2026-02-10,Continente Empresas,Retalho Alimentar,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Lisboa,Norte Industrial,NACEX,Rodoviário,P006,Sensor IoT de temperatura,Eletrónica,61,170,5185.00,86.76,0.174,479,Alta,8,8,0.13,0.10,0.39,Nao,Sim,1,2026-02-18,2026-02-19,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260125,2026-04-11,Makro Portugal,Grossista,Portugal,Faro,Algarve,Armazém Porto,Lisboa Components,SEUR,Cross-docking,P007,Peça mecânica industrial,Peças Industriais,64,238,10240.00,41.83,0.270,757,Média,5,10,0.06,0.26,0.88,Sim,Sim,1,2026-04-16,2026-04-17,Não,Não,Transportadora com risco,"Contactar transportadora, reencaminhar pedido ou usar transporte expresso"
SCM20260126,2026-02-11,Makro España,Grossista,Espanha,Bilbao,País Basco,Armazém Porto,Norte Industrial,NACEX,Expresso,P006,Sensor IoT de temperatura,Eletrónica,113,208,9605.00,347.31,0.068,984,Baixa,5,8,0.04,0.11,0.55,Sim,Nao,0,2026-02-16,2026-02-16,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260127,2026-02-01,Worten Business,Retalho Especializado,Portugal,Braga,Norte,Armazém Lisboa,Porto Tech Parts,SEUR,Paletizado,P008,Caixas de acondicionamento,Material de Armazém,147,236,661.50,143.42,0.170,1300,Média,6,7,0.14,0.25,0.19,Nao,Nao,0,2026-02-07,2026-02-07,Não,Não,Transportadora com risco,"Contactar transportadora, reencaminhar pedido ou usar transporte expresso"
SCM20260128,2026-05-07,Worten Business,Retalho Especializado,Portugal,Braga,Norte,Armazém Porto,Andalucía Supply Hub,NACEX,Rodoviário,P010,Dispositivo POS móvel,Eletrónica,148,284,38480.00,126.33,0.286,887,Alta,7,8,0.30,0.08,0.86,Sim,Sim,6,2026-05-14,2026-05-20,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260129,2026-03-26,Continente Empresas,Retalho Alimentar,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Porto,Lisboa Components,DHL Iberia,Cross-docking,P003,Etiquetas térmicas,Material de Armazém,222,267,3996.00,87.79,0.304,534,Alta,3,6,0.12,0.12,0.57,Sim,Nao,0,2026-03-29,2026-03-28,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260130,2026-05-17,MediaMarkt Iberia,Retalho Especializado,Espanha,Valência,Comunidade Valenciana,Armazém Madrid,Valencia Source,GLS Iberia,Rodoviário,P005,Kit primeiros socorros,Saúde e Bem-Estar,197,313,6895.00,128.06,0.243,1060,Média,9,8,0.26,0.09,0.25,Nao,Nao,0,2026-05-26,2026-05-26,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260131,2026-02-23,Auchan Retail Portugal,Retalho Alimentar,Portugal,Setúbal,Lisboa e Vale do Tejo,Armazém Madrid,Porto Tech Parts,Correos Express,Rodoviário,P010,Dispositivo POS móvel,Eletrónica,81,163,21060.00,53.72,0.192,1071,Média,8,11,0.09,0.39,0.74,Sim,Sim,6,2026-03-03,2026-03-09,Não,Não,Transportadora com risco,"Contactar transportadora, reencaminhar pedido ou usar transporte expresso"
SCM20260132,2026-02-26,Alcampo Retail,Retalho Alimentar,Espanha,Sevilha,Andaluzia,Armazém Barcelona,Lisboa Components,NACEX,Paletizado,P007,Peça mecânica industrial,Peças Industriais,169,340,27040.00,135.72,0.196,1075,Baixa,2,3,0.10,0.12,0.22,Nao,Nao,0,2026-02-28,2026-02-27,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260133,2026-05-15,Hospital Luz Lisboa,Saúde,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Porto,Norte Industrial,GLS Iberia,Rodoviário,P008,Caixas de acondicionamento,Material de Armazém,83,136,373.50,86.68,0.243,477,Média,8,9,0.07,0.12,0.12,Nao,Nao,0,2026-05-23,2026-05-23,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260134,2026-05-06,Hospital Quirón Madrid,Saúde,Espanha,Madrid,Madrid,Armazém Barcelona,Lisboa Components,SEUR,Paletizado,P008,Caixas de acondicionamento,Material de Armazém,80,107,360.00,147.29,0.249,1035,Média,8,9,0.13,0.24,0.29,Nao,Nao,0,2026-05-14,2026-05-14,Não,Não,Transportadora com risco,"Contactar transportadora, reencaminhar pedido ou usar transporte expresso"
SCM20260135,2026-02-15,Auchan Retail Portugal,Retalho Alimentar,Portugal,Setúbal,Lisboa e Vale do Tejo,Armazém Madrid,Norte Industrial,GLS Iberia,Cross-docking,P006,Sensor IoT de temperatura,Eletrónica,29,74,2465.00,61.04,0.159,189,Baixa,8,13,0.08,0.13,0.42,Sim,Nao,0,2026-02-23,2026-02-22,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260136,2026-03-19,Hospital Luz Lisboa,Saúde,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Lisboa,Norte Industrial,NACEX,Expresso,P003,Etiquetas térmicas,Material de Armazém,121,150,2178.00,46.24,0.156,26,Média,6,7,0.13,0.05,0.26,Nao,Nao,0,2026-03-25,2026-03-25,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260137,2026-02-08,Hospital Quirón Madrid,Saúde,Espanha,Madrid,Madrid,Armazém Porto,Norte Industrial,DHL Iberia,Paletizado,P006,Sensor IoT de temperatura,Eletrónica,101,75,8585.00,74.15,0.227,368,Baixa,3,3,0.14,0.06,0.31,Nao,Sim,4,2026-02-11,2026-02-15,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260138,2026-04-02,Carrefour España,Retalho Alimentar,Espanha,Barcelona,Catalunha,Armazém Lisboa,Atlântico Distribuição,DHL Iberia,Paletizado,P004,Luvas de segurança,EPI,15,150,105.00,389.31,0.077,1090,Alta,2,1,0.03,0.12,0.40,Nao,Nao,0,2026-04-04,2026-04-03,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260139,2026-03-17,MediaMarkt Iberia,Retalho Especializado,Espanha,Valência,Comunidade Valenciana,Armazém Madrid,Atlântico Distribuição,NACEX,Expresso,P007,Peça mecânica industrial,Peças Industriais,89,155,14240.00,356.52,0.054,767,Média,8,7,0.06,0.11,0.32,Nao,Sim,6,2026-03-25,2026-03-31,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260140,2026-02-18,Auchan Retail Portugal,Retalho Alimentar,Portugal,Setúbal,Lisboa e Vale do Tejo,Armazém Madrid,Porto Tech Parts,GLS Iberia,Expresso,P009,Mini-frigorífico hotelaria,Eletrodomésticos,184,233,38640.00,358.01,0.020,1024,Alta,4,4,0.12,0.04,0.05,Nao,Nao,0,2026-02-22,2026-02-22,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260141,2026-03-14,Carrefour España,Retalho Alimentar,Espanha,Barcelona,Catalunha,Armazém Madrid,Madrid Goods Network,NACEX,Rodoviário,P003,Etiquetas térmicas,Material de Armazém,159,324,2862.00,54.61,0.290,308,Média,5,9,0.36,0.12,0.59,Sim,Sim,5,2026-03-19,2026-03-24,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260142,2026-04-06,Pingo Doce Distribuição,Retalho Alimentar,Portugal,Porto,Norte,Armazém Porto,Porto Tech Parts,GLS Iberia,Expresso,P002,Scanner código de barras,Eletrónica,136,264,25840.00,81.78,0.298,412,Baixa,8,8,0.08,0.06,0.25,Nao,Nao,0,2026-04-14,2026-04-14,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260143,2026-04-26,MediaMarkt Iberia,Retalho Especializado,Espanha,Valência,Comunidade Valenciana,Armazém Lisboa,Atlântico Distribuição,NACEX,Expresso,P003,Etiquetas térmicas,Material de Armazém,74,124,1332.00,449.77,0.036,1153,Baixa,2,2,0.11,0.07,0.35,Nao,Sim,5,2026-04-28,2026-05-03,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260144,2026-03-11,Carrefour España,Retalho Alimentar,Espanha,Barcelona,Catalunha,Armazém Porto,Porto Tech Parts,CTT Expresso,Cross-docking,P007,Peça mecânica industrial,Peças Industriais,216,77,34560.00,75.15,0.183,296,Média,2,3,0.13,0.06,0.87,Sim,Sim,6,2026-03-13,2026-03-19,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260145,2026-02-19,El Corte Inglés Madrid,Retalho Especializado,Espanha,Madrid,Madrid,Armazém Lisboa,Atlântico Distribuição,CTT Expresso,Paletizado,P006,Sensor IoT de temperatura,Eletrónica,99,159,8415.00,42.59,0.247,74,Alta,3,4,0.12,0.04,0.25,Nao,Nao,0,2026-02-22,2026-02-22,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260146,2026-02-05,Makro España,Grossista,Espanha,Bilbao,País Basco,Armazém Lisboa,Lisboa Components,SEUR,Expresso,P008,Caixas de acondicionamento,Material de Armazém,89,135,400.50,61.88,0.313,1006,Média,2,6,0.09,0.36,0.90,Sim,Sim,2,2026-02-07,2026-02-09,Não,Não,Transportadora com risco,"Contactar transportadora, reencaminhar pedido ou usar transporte expresso"
SCM20260147,2026-05-14,Mercadona Empresas,Retalho Alimentar,Espanha,Madrid,Madrid,Armazém Lisboa,Norte Industrial,Correos Express,Paletizado,P005,Kit primeiros socorros,Saúde e Bem-Estar,180,306,6300.00,88.93,0.270,1315,Baixa,5,10,0.04,0.34,0.85,Sim,Sim,7,2026-05-19,2026-05-26,Não,Não,Transportadora com risco,"Contactar transportadora, reencaminhar pedido ou usar transporte expresso"
SCM20260148,2026-03-09,Makro Portugal,Grossista,Portugal,Faro,Algarve,,Lisboa Components,NACEX,Paletizado,P006,Sensor IoT de temperatura,Eletrónica,85,120,7225.00,102.82,0.274,715,Média,8,9,0.03,0.12,0.42,Nao,Nao,0,2026-03-17,2026-03-16,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260149,2026-03-26,Distribución Galicia,Grossista,Espanha,Vigo,Galiza,Armazém Madrid,Lisboa Components,CTT Expresso,Expresso,P002,Scanner código de barras,Eletrónica,136,11,25840.00,99.05,0.226,654,Alta,2,1,0.03,0.11,0.28,Nao,Nao,0,2026-03-28,2026-03-27,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260150,2026-05-19,Pingo Doce Distribuição,Retalho Alimentar,Portugal,Porto,Norte,Armazém Porto,Atlântico Distribuição,DHL Iberia,Rodoviário,P007,Peça mecânica industrial,Peças Industriais,211,365,33760.00,73.26,0.236,318,Baixa,6,10,0.11,0.09,0.69,Sim,Nao,0,2026-05-25,2026-05-24,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260151,2026-04-08,Makro Portugal,Grossista,Portugal,Faro,Algarve,Armazém Madrid,Lisboa Components,NACEX,Expresso,P007,Peça mecânica industrial,Peças Industriais,135,146,21600.00,292.16,0.078,729,Média,6,6,0.06,0.10,0.47,Nao,Sim,6,2026-04-14,2026-04-20,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260152,2026-03-08,Makro España,Grossista,Espanha,Bilbao,País Basco,Armazém Porto,Norte Industrial,CTT Expresso,Expresso,P003,Etiquetas térmicas,Material de Armazém,144,298,2592.00,232.49,0.031,381,Média,5,6,0.12,0.04,0.69,Sim,Sim,4,2026-03-13,2026-03-17,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260153,2026-04-22,Distribución Galicia,Grossista,Espanha,Vigo,Galiza,Armazém Barcelona,Valencia Source,NACEX,Expresso,P004,Luvas de segurança,EPI,145,304,1015.00,25.91,0.262,74,Média,6,11,0.24,0.03,0.90,Sim,Sim,2,2026-04-28,2026-04-30,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260154,2026-03-21,Makro Portugal,Grossista,Portugal,Faro,Algarve,Armazém Lisboa,Porto Tech Parts,Correos Express,Paletizado,P009,Mini-frigorífico hotelaria,Eletrodomésticos,23,116,4830.00,119.49,0.282,1087,Baixa,6,8,0.09,0.24,0.81,Sim,Nao,0,2026-03-27,2026-03-26,Não,Não,Transportadora com risco,"Contactar transportadora, reencaminhar pedido ou usar transporte expresso"
SCM20260155,2026-04-21,Makro España,Grossista,Espanha,Bilbao,País Basco,Armazém Barcelona,Porto Tech Parts,Correos Express,Paletizado,P004,Luvas de segurança,EPI,179,275,1253.00,94.74,0.229,1394,Alta,4,4,0.14,0.28,0.27,Nao,Nao,0,2026-04-25,2026-04-24,Não,Não,Transportadora com risco,"Contactar transportadora, reencaminhar pedido ou usar transporte expresso"
SCM20260156,2026-04-04,Continente Empresas,Retalho Alimentar,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Porto,Andalucía Supply Hub,NACEX,Rodoviário,P002,Scanner código de barras,Eletrónica,203,365,38570.00,122.63,0.210,863,Baixa,6,8,0.27,0.11,0.68,Sim,Sim,2,2026-04-10,2026-04-12,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260157,2026-04-15,Alcampo Retail,Retalho Alimentar,Espanha,Sevilha,Andaluzia,Armazém Barcelona,Madrid Goods Network,GLS Iberia,Rodoviário,P002,Scanner código de barras,Eletrónica,94,269,17860.00,43.78,0.176,106,Crítica,9,10,0.27,0.12,0.69,Sim,Sim,2,2026-04-24,2026-04-26,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260158,2026-03-07,FNAC Portugal,Retalho Especializado,Portugal,Coimbra,Centro,Armazém Lisboa,Atlântico Distribuição,DHL Iberia,Cross-docking,P006,Sensor IoT de temperatura,Eletrónica,223,76,18955.00,117.07,0.166,918,Média,6,8,0.10,0.06,0.91,Sim,Sim,7,2026-03-13,2026-03-20,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260159,2026-02-11,Hospital Quirón Madrid,Saúde,Espanha,Madrid,Madrid,Armazém Porto,Atlântico Distribuição,GLS Iberia,Expresso,P006,Sensor IoT de temperatura,Eletrónica,150,255,12750.00,119.22,0.195,802,Crítica,6,6,0.04,0.04,0.11,Nao,Nao,0,2026-02-17,2026-02-17,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260160,2026-03-08,Distribución Galicia,Grossista,Espanha,Vigo,Galiza,Armazém Madrid,Madrid Goods Network,NACEX,Cross-docking,P003,Etiquetas térmicas,Material de Armazém,16,128,288.00,101.92,0.276,626,Crítica,7,8,0.32,0.10,0.72,Sim,Sim,1,2026-03-15,2026-03-16,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260161,2026-02-23,Hotelaria Algarve,Hotelaria,Portugal,Albufeira,Algarve,Armazém Barcelona,Norte Industrial,SEUR,Rodoviário,P001,Tablet robusto para logística,Eletrónica,204,347,85680.00,115.16,0.233,778,Alta,6,10,0.03,0.34,0.75,Sim,Nao,0,2026-03-01,2026-03-01,Não,Não,Transportadora com risco,"Contactar transportadora, reencaminhar pedido ou usar transporte expresso"
SCM20260162,2026-02-25,El Corte Inglés Madrid,Retalho Especializado,Espanha,Madrid,Madrid,Armazém Porto,Catalunya Freight,DHL Iberia,Rodoviário,P009,Mini-frigorífico hotelaria,Eletrodomésticos,202,225,42420.00,147.26,0.272,1089,Baixa,6,7,0.30,0.10,0.88,Sim,Sim,3,2026-03-03,2026-03-06,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260163,2026-03-16,Hospital Quirón Madrid,Saúde,Espanha,Madrid,Madrid,Armazém Barcelona,Catalunya Freight,CTT Expresso,Expresso,P008,Caixas de acondicionamento,Material de Armazém,43,113,193.50,94.26,0.268,554,Média,9,10,0.24,0.06,0.79,Sim,Sim,6,2026-03-25,2026-03-31,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260164,2026-04-26,Pingo Doce Distribuição,Retalho Alimentar,Portugal,Porto,Norte,Armazém Porto,Lisboa Components,MRW,Expresso,P009,Mini-frigorífico hotelaria,Eletrodomésticos,130,144,27300.00,137.78,0.221,1113,Alta,6,9,0.09,0.36,0.65,Sim,Sim,2,2026-05-02,2026-05-04,Não,Não,Transportadora com risco,"Contactar transportadora, reencaminhar pedido ou usar transporte expresso"
SCM20260165,2026-02-23,Pingo Doce Distribuição,Retalho Alimentar,Portugal,Porto,Norte,Armazém Madrid,Norte Industrial,GLS Iberia,Paletizado,P010,Dispositivo POS móvel,Eletrónica,166,218,43160.00,243.02,0.027,317,Média,6,9,0.05,0.06,0.53,Sim,Nao,0,2026-03-01,2026-02-28,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260166,2026-02-01,Mercadona Empresas,Retalho Alimentar,Espanha,Madrid,Madrid,Armazém Lisboa,Norte Industrial,CTT Expresso,Rodoviário,P004,Luvas de segurança,EPI,51,135,357.00,170.84,0.165,1274,Média,6,6,0.05,0.06,0.20,Nao,Nao,0,2026-02-07,2026-02-07,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260167,2026-02-09,Distribución Galicia,Grossista,Espanha,Vigo,Galiza,Armazém Madrid,Catalunya Freight,CTT Expresso,Rodoviário,P003,Etiquetas térmicas,Material de Armazém,144,155,2592.00,145.99,0.221,1031,Média,6,7,0.24,0.03,0.70,Sim,Sim,2,2026-02-15,2026-02-17,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260168,2026-05-17,Makro Portugal,Grossista,Portugal,Faro,Algarve,Armazém Lisboa,Porto Tech Parts,GLS Iberia,Cross-docking,P001,Tablet robusto para logística,Eletrónica,131,69,55020.00,41.75,0.225,126,Média,8,10,0.10,0.05,0.89,Sim,Sim,4,2026-05-25,2026-05-29,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260169,2026-03-19,Makro Portugal,Grossista,Portugal,Faro,Algarve,Armazém Barcelona,,GLS Iberia,Paletizado,P007,Peça mecânica industrial,Peças Industriais,229,334,36640.00,66.92,0.231,199,Baixa,3,3,0.09,0.10,0.05,Nao,Nao,0,2026-03-22,2026-03-22,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260170,2026-04-25,Distribución Galicia,Grossista,Espanha,Vigo,Galiza,Armazém Madrid,Norte Industrial,MRW,Cross-docking,P007,Peça mecânica industrial,Peças Industriais,181,194,28960.00,157.16,0.152,1067,Baixa,8,13,0.05,0.34,0.61,Sim,Sim,5,2026-05-03,2026-05-08,Não,Não,Transportadora com risco,"Contactar transportadora, reencaminhar pedido ou usar transporte expresso"
SCM20260171,2026-04-01,Auchan Retail Portugal,Retalho Alimentar,Portugal,Setúbal,Lisboa e Vale do Tejo,Armazém Barcelona,Valencia Source,GLS Iberia,Rodoviário,P010,Dispositivo POS móvel,Eletrónica,84,202,21840.00,96.36,0.161,734,Baixa,7,12,0.32,0.08,0.65,Sim,Sim,2,2026-04-08,2026-04-10,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260172,2026-02-14,Alcampo Retail,Retalho Alimentar,Espanha,Sevilha,Andaluzia,Armazém Barcelona,,CTT Expresso,Expresso,P008,Caixas de acondicionamento,Material de Armazém,117,170,526.50,137.89,0.175,944,Crítica,3,3,0.06,0.09,0.20,Nao,Nao,0,2026-02-17,2026-02-16,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260173,2026-05-14,El Corte Inglés Madrid,Retalho Especializado,Espanha,Madrid,Madrid,Armazém Porto,Norte Industrial,DHL Iberia,Expresso,P005,Kit primeiros socorros,Saúde e Bem-Estar,167,346,5845.00,82.31,0.242,630,Média,5,5,0.05,0.08,0.11,Nao,Nao,0,2026-05-19,2026-05-18,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260174,2026-03-02,Mercadona Empresas,Retalho Alimentar,Espanha,Madrid,Madrid,Armazém Lisboa,Madrid Goods Network,CTT Expresso,Rodoviário,P004,Luvas de segurança,EPI,174,228,1218.00,157.15,0.219,1136,Média,6,7,0.35,0.10,0.18,Nao,Nao,0,2026-03-08,2026-03-07,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260175,2026-04-28,Distribución Galicia,Grossista,Espanha,Vigo,Galiza,Armazém Barcelona,,DHL Iberia,Paletizado,P002,Scanner código de barras,Eletrónica,63,217,11970.00,45.95,0.179,26,Média,8,11,0.03,0.10,0.63,Sim,Sim,3,2026-05-06,2026-05-09,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260176,2026-05-04,Carrefour España,Retalho Alimentar,Espanha,Barcelona,Catalunha,Armazém Porto,Porto Tech Parts,SEUR,Rodoviário,P003,Etiquetas térmicas,Material de Armazém,85,111,1530.00,92.07,0.254,1033,Média,6,10,0.04,0.29,0.56,Sim,Sim,1,2026-05-10,2026-05-11,Não,Não,Transportadora com risco,"Contactar transportadora, reencaminhar pedido ou usar transporte expresso"
SCM20260177,2026-04-15,Worten Business,Retalho Especializado,Portugal,Braga,Norte,,Porto Tech Parts,DHL Iberia,Rodoviário,P003,Etiquetas térmicas,Material de Armazém,78,185,1404.00,79.08,0.181,477,Alta,6,6,0.08,0.10,0.09,Nao,Nao,0,2026-04-21,2026-04-20,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260178,2026-02-03,Continente Empresas,Retalho Alimentar,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Lisboa,Norte Industrial,NACEX,Expresso,P008,Caixas de acondicionamento,Material de Armazém,30,105,135.00,140.55,0.212,1171,Média,5,6,0.13,0.04,0.43,Sim,Nao,0,2026-02-08,2026-02-07,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260179,2026-05-05,Makro Portugal,Grossista,Portugal,Faro,Algarve,Armazém Madrid,Norte Industrial,,Cross-docking,P010,Dispositivo POS móvel,Eletrónica,43,172,11180.00,109.12,0.226,786,Alta,3,2,0.13,0.11,0.45,Nao,Nao,0,2026-05-08,2026-05-07,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260180,2026-05-07,Mercadona Empresas,Retalho Alimentar,Espanha,Madrid,Madrid,Armazém Barcelona,Porto Tech Parts,NACEX,Cross-docking,P005,Kit primeiros socorros,Saúde e Bem-Estar,68,47,2380.00,83.96,0.250,403,Baixa,6,6,0.08,0.13,0.25,Nao,Nao,0,2026-05-13,2026-05-13,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260181,2026-04-08,Makro España,Grossista,Espanha,Bilbao,País Basco,Armazém Madrid,Lisboa Components,DHL Iberia,Expresso,P008,Caixas de acondicionamento,Material de Armazém,103,226,463.50,374.58,0.053,853,Média,4,5,0.13,0.03,0.65,Sim,Sim,1,2026-04-12,2026-04-13,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260182,2026-05-02,Makro Portugal,Grossista,Portugal,Faro,Algarve,Armazém Barcelona,Norte Industrial,SEUR,Expresso,P003,Etiquetas térmicas,Material de Armazém,128,287,2304.00,102.72,0.171,1069,Média,4,7,0.10,0.24,0.56,Sim,Sim,6,2026-05-06,2026-05-12,Não,Não,Transportadora com risco,"Contactar transportadora, reencaminhar pedido ou usar transporte expresso"
SCM20260183,2026-04-10,FNAC Portugal,Retalho Especializado,Portugal,Coimbra,Centro,Armazém Porto,Norte Industrial,CTT Expresso,Paletizado,P003,Etiquetas térmicas,Material de Armazém,204,277,3672.00,140.49,0.247,1035,Média,2,3,0.12,0.06,0.25,Nao,Nao,0,2026-04-12,2026-04-12,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260184,2026-04-03,Mercadona Empresas,Retalho Alimentar,Espanha,Madrid,Madrid,,Porto Tech Parts,GLS Iberia,Expresso,P004,Luvas de segurança,EPI,181,230,1267.00,55.21,0.150,125,Média,6,5,0.08,0.04,0.14,Nao,Nao,0,2026-04-09,2026-04-09,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260185,2026-02-24,Hospital Quirón Madrid,Saúde,Espanha,Madrid,Madrid,Armazém Porto,Atlântico Distribuição,,Rodoviário,P002,Scanner código de barras,Eletrónica,201,213,38190.00,86.09,0.166,612,Crítica,7,7,0.08,0.06,0.11,Nao,Nao,0,2026-03-03,2026-03-02,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260186,2026-04-10,Hospital Quirón Madrid,Saúde,Espanha,Madrid,Madrid,Armazém Porto,Atlântico Distribuição,CTT Expresso,Paletizado,P001,Tablet robusto para logística,Eletrónica,167,132,70140.00,152.26,0.194,1122,Alta,2,3,0.13,0.03,0.72,Sim,Sim,2,2026-04-12,2026-04-14,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260187,2026-03-10,Hospital Luz Lisboa,Saúde,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Madrid,Porto Tech Parts,GLS Iberia,Rodoviário,P005,Kit primeiros socorros,Saúde e Bem-Estar,91,144,3185.00,56.39,0.282,314,Média,7,6,0.06,0.12,0.35,Nao,Nao,0,2026-03-17,2026-03-16,Não,Não,Sem alerta crítico,Monitorizar normalmente
